 [x] Sent b'[2/20/2023 8:58, 88.0]' on route-C
 [x] Sent b'[2/20/2023 11:00, 115.0]' on route-A
 [x] Sent b'[2/20/2023 11:00, 95.0]' on route-C
 [x] Sent b'[2/20/2023 11:00, 93.0]' on route-A
 [x] Sent b'[2/20/2023 11:00, 85.0]' on route-B
 [x] Sent b'[2/20/2023 11:00, 89.0]' on route-C
 [x] Sent b'[2/20/2023 11:01, 112.0]' on route-A
 [x] Sent b'[2/20/2023 11:01, 127.0]' on route-B
 [x] Sent b'[2/20/2023 11:01, 113.0]' on route-C
 [x] Sent b'[2/20/2023 11:01, 93.0]' on route-A
 [x] Sent b'[2/20/2023 11:01, 92.0]' on route-B
 [x] Sent b'[2/20/2023 11:01, 116.0]' on route-C
 [x] Sent b'[2/20/2023 11:01, 102.0]' on route-A
 [x] Sent b'[2/20/2023 11:01, 106.0]' on route-B
 [x] Sent b'[2/20/2023 11:01, 112.0]' on route-C
 [x] Sent b'[2/20/2023 11:02, 122.0]' on route-A
 [x] Sent b'[2/20/2023 11:02, 95.0]' on route-B
 [x] Sent b'[2/20/2023 11:02, 106.0]' on route-C
 [x] Sent b'[2/20/2023 11:02, 130.0]' on route-B
 [x] Sent b'[2/20/2023 11:02, 104.0]' on route-A
 [x] Sent b'[2/20/2023 11:02, 96.0]' on route-B
 [x] Sent b'[2/20/2023 11:02, 89.0]' on route-C
 [x] Sent b'[2/20/2023 11:03, 93.0]' on route-A
 [x] Sent b'[2/20/2023 11:03, 107.0]' on route-B
 [x] Sent b'[2/20/2023 11:03, 117.0]' on route-C
 [x] Sent b'[2/20/2023 11:03, 118.0]' on route-A
 [x] Sent b'[2/20/2023 11:03, 106.0]' on route-B
 [x] Sent b'[2/20/2023 11:03, 95.0]' on route-C
 [x] Sent b'[2/20/2023 11:03, 115.0]' on route-A
 [x] Sent b'[2/20/2023 11:03, 115.0]' on route-B
 [x] Sent b'[2/20/2023 11:03, 106.0]' on route-C
 [x] Sent b'[2/20/2023 11:04, 94.0]' on route-A
 [x] Sent b'[2/20/2023 11:04, 122.0]' on route-B
 [x] Sent b'[2/20/2023 11:04, 129.0]' on route-C
 [x] Sent b'[2/20/2023 11:04, 113.0]' on route-A
 [x] Sent b'[2/20/2023 11:04, 101.0]' on route-B
 [x] Sent b'[2/20/2023 11:04, 113.0]' on route-C
 [x] Sent b'[2/20/2023 11:04, 124.0]' on route-A
 [x] Sent b'[2/20/2023 11:04, 99.0]' on route-B
 [x] Sent b'[2/20/2023 11:04, 129.0]' on route-C
 [x] Sent b'[2/20/2023 11:05, 114.0]' on route-A
 [x] Sent b'[2/20/2023 11:05, 107.0]' on route-B
 [x] Sent b'[2/20/2023 11:05, 120.0]' on route-C
 [x] Sent b'[2/20/2023 11:05, 111.0]' on route-A
 [x] Sent b'[2/20/2023 11:05, 87.0]' on route-B
 [x] Sent b'[2/20/2023 11:05, 116.0]' on route-C
 [x] Sent b'[2/20/2023 11:05, 129.0]' on route-A
 [x] Sent b'[2/20/2023 11:05, 99.0]' on route-B
 [x] Sent b'[2/20/2023 11:05, 96.0]' on route-C
 [x] Sent b'[2/20/2023 11:06, 103.0]' on route-A
 [x] Sent b'[2/20/2023 11:06, 118.0]' on route-B
 [x] Sent b'[2/20/2023 11:06, 96.0]' on route-C
 [x] Sent b'[2/20/2023 11:06, 111.0]' on route-B
 [x] Sent b'[2/20/2023 11:06, 130.0]' on route-C
 [x] Sent b'[2/20/2023 11:06, 90.0]' on route-A
 [x] Sent b'[2/20/2023 11:06, 92.0]' on route-B
 [x] Sent b'[2/20/2023 11:06, 127.0]' on route-C
 [x] Sent b'[2/20/2023 11:07, 123.0]' on route-A
 [x] Sent b'[2/20/2023 11:07, 90.0]' on route-B
 [x] Sent b'[2/20/2023 11:07, 107.0]' on route-C
 [x] Sent b'[2/20/2023 11:07, 111.0]' on route-A
 [x] Sent b'[2/20/2023 11:07, 95.0]' on route-B
 [x] Sent b'[2/20/2023 11:07, 120.0]' on route-C
 [x] Sent b'[2/20/2023 11:07, 107.0]' on route-A
 [x] Sent b'[2/20/2023 11:07, 130.0]' on route-B
 [x] Sent b'[2/20/2023 11:07, 120.0]' on route-C
 [x] Sent b'[2/20/2023 11:08, 100.0]' on route-A
 [x] Sent b'[2/20/2023 11:08, 89.0]' on route-B
 [x] Sent b'[2/20/2023 11:08, 125.0]' on route-C
 [x] Sent b'[2/20/2023 11:08, 99.0]' on route-A
 [x] Sent b'[2/20/2023 11:08, 85.0]' on route-B
 [x] Sent b'[2/20/2023 11:08, 108.0]' on route-C
 [x] Sent b'[2/20/2023 11:08, 112.0]' on route-A
 [x] Sent b'[2/20/2023 11:08, 86.0]' on route-B
 [x] Sent b'[2/20/2023 11:08, 106.0]' on route-C
 [x] Sent b'[2/20/2023 11:09, 87.0]' on route-A
 [x] Sent b'[2/20/2023 11:09, 86.0]' on route-B
 [x] Sent b'[2/20/2023 11:09, 104.0]' on route-C
 [x] Sent b'[2/20/2023 11:09, 114.0]' on route-A
 [x] Sent b'[2/20/2023 11:09, 95.0]' on route-B
 [x] Sent b'[2/20/2023 11:09, 122.0]' on route-C
 [x] Sent b'[2/20/2023 11:09, 96.0]' on route-A
 [x] Sent b'[2/20/2023 11:09, 123.0]' on route-B
 [x] Sent b'[2/20/2023 11:09, 102.0]' on route-C
 [x] Sent b'[2/20/2023 11:10, 91.0]' on route-A
 [x] Sent b'[2/20/2023 11:10, 101.0]' on route-B
 [x] Sent b'[2/20/2023 11:10, 94.0]' on route-C
 [x] Sent b'[2/20/2023 11:10, 114.0]' on route-A
 [x] Sent b'[2/20/2023 11:10, 127.0]' on route-B
 [x] Sent b'[2/20/2023 11:10, 107.0]' on route-C
 [x] Sent b'[2/20/2023 11:10, 124.0]' on route-A
 [x] Sent b'[2/20/2023 11:10, 94.0]' on route-B
 [x] Sent b'[2/20/2023 11:10, 106.0]' on route-C
 [x] Sent b'[2/20/2023 11:11, 108.0]' on route-A
 [x] Sent b'[2/20/2023 11:11, 111.0]' on route-B
 [x] Sent b'[2/20/2023 11:11, 96.0]' on route-C
 [x] Sent b'[2/20/2023 11:11, 93.0]' on route-A
 [x] Sent b'[2/20/2023 11:11, 104.0]' on route-B
 [x] Sent b'[2/20/2023 11:11, 108.0]' on route-C
 [x] Sent b'[2/20/2023 11:11, 123.0]' on route-A
 [x] Sent b'[2/20/2023 11:11, 129.0]' on route-B
 [x] Sent b'[2/20/2023 11:12, 95.0]' on route-A
 [x] Sent b'[2/20/2023 11:12, 105.0]' on route-B
 [x] Sent b'[2/20/2023 11:12, 89.0]' on route-C
 [x] Sent b'[2/20/2023 11:12, 85.0]' on route-A
 [x] Sent b'[2/20/2023 11:12, 87.0]' on route-B
 [x] Sent b'[2/20/2023 11:12, 91.0]' on route-C
 [x] Sent b'[2/20/2023 11:12, 114.0]' on route-A
 [x] Sent b'[2/20/2023 11:12, 115.0]' on route-B
 [x] Sent b'[2/20/2023 11:12, 122.0]' on route-C
 [x] Sent b'[2/20/2023 11:13, 124.0]' on route-A
 [x] Sent b'[2/20/2023 11:13, 116.0]' on route-B
 [x] Sent b'[2/20/2023 11:13, 86.0]' on route-C
 [x] Sent b'[2/20/2023 11:13, 130.0]' on route-A
 [x] Sent b'[2/20/2023 11:13, 105.0]' on route-B
 [x] Sent b'[2/20/2023 11:13, 118.0]' on route-C
 [x] Sent b'[2/20/2023 11:13, 114.0]' on route-A
 [x] Sent b'[2/20/2023 11:13, 108.0]' on route-B
 [x] Sent b'[2/20/2023 11:13, 98.0]' on route-C
 [x] Sent b'[2/20/2023 11:14, 92.0]' on route-A
 [x] Sent b'[2/20/2023 11:14, 129.0]' on route-B
 [x] Sent b'[2/20/2023 11:14, 130.0]' on route-C
 [x] Sent b'[2/20/2023 11:14, 95.0]' on route-A
 [x] Sent b'[2/20/2023 11:14, 95.0]' on route-B
 [x] Sent b'[2/20/2023 11:14, 117.0]' on route-C
 [x] Sent b'[2/20/2023 11:14, 110.0]' on route-A
 [x] Sent b'[2/20/2023 11:14, 98.0]' on route-B
 [x] Sent b'[2/20/2023 11:14, 90.0]' on route-C
 [x] Sent b'[2/20/2023 11:15, 85.0]' on route-B
 [x] Sent b'[2/20/2023 11:15, 90.0]' on route-C
 [x] Sent b'[2/20/2023 11:15, 105.0]' on route-A
 [x] Sent b'[2/20/2023 11:15, 86.0]' on route-B
 [x] Sent b'[2/20/2023 11:15, 110.0]' on route-C
 [x] Sent b'[2/20/2023 11:15, 113.0]' on route-A
 [x] Sent b'[2/20/2023 11:15, 99.0]' on route-C
 [x] Sent b'[2/20/2023 11:16, 96.0]' on route-A
 [x] Sent b'[2/20/2023 11:16, 100.0]' on route-B
 [x] Sent b'[2/20/2023 11:16, 121.0]' on route-C
 [x] Sent b'[2/20/2023 11:16, 86.0]' on route-A
 [x] Sent b'[2/20/2023 11:16, 108.0]' on route-B
 [x] Sent b'[2/20/2023 11:16, 129.0]' on route-C
 [x] Sent b'[2/20/2023 11:16, 121.0]' on route-A
 [x] Sent b'[2/20/2023 11:16, 103.0]' on route-C
 [x] Sent b'[2/20/2023 11:17, 103.0]' on route-A
 [x] Sent b'[2/20/2023 11:17, 116.0]' on route-B
 [x] Sent b'[2/20/2023 11:17, 101.0]' on route-C
 [x] Sent b'[2/20/2023 11:17, 104.0]' on route-A
 [x] Sent b'[2/20/2023 11:17, 127.0]' on route-B
 [x] Sent b'[2/20/2023 11:17, 99.0]' on route-C
 [x] Sent b'[2/20/2023 11:17, 108.0]' on route-A
 [x] Sent b'[2/20/2023 11:17, 120.0]' on route-B
 [x] Sent b'[2/20/2023 11:17, 121.0]' on route-C
 [x] Sent b'[2/20/2023 11:18, 87.0]' on route-A
 [x] Sent b'[2/20/2023 11:18, 89.0]' on route-B
 [x] Sent b'[2/20/2023 11:18, 122.0]' on route-C
 [x] Sent b'[2/20/2023 11:18, 85.0]' on route-A
 [x] Sent b'[2/20/2023 11:18, 99.0]' on route-B
 [x] Sent b'[2/20/2023 11:18, 101.0]' on route-C
 [x] Sent b'[2/20/2023 11:18, 101.0]' on route-A
 [x] Sent b'[2/20/2023 11:18, 118.0]' on route-B
 [x] Sent b'[2/20/2023 11:18, 122.0]' on route-C
 [x] Sent b'[2/20/2023 11:19, 96.0]' on route-A
 [x] Sent b'[2/20/2023 11:19, 120.0]' on route-B
 [x] Sent b'[2/20/2023 11:19, 100.0]' on route-C
 [x] Sent b'[2/20/2023 11:19, 89.0]' on route-A
 [x] Sent b'[2/20/2023 11:19, 103.0]' on route-B
 [x] Sent b'[2/20/2023 11:19, 111.0]' on route-C
 [x] Sent b'[2/20/2023 11:19, 99.0]' on route-A
 [x] Sent b'[2/20/2023 11:19, 104.0]' on route-B
 [x] Sent b'[2/20/2023 11:19, 90.0]' on route-C
 [x] Sent b'[2/20/2023 11:20, 126.0]' on route-A
 [x] Sent b'[2/20/2023 11:20, 95.0]' on route-B
 [x] Sent b'[2/20/2023 11:20, 94.0]' on route-C
 [x] Sent b'[2/20/2023 11:20, 121.0]' on route-A
 [x] Sent b'[2/20/2023 11:20, 100.0]' on route-B
 [x] Sent b'[2/20/2023 11:20, 118.0]' on route-C
 [x] Sent b'[2/20/2023 11:20, 92.0]' on route-A
 [x] Sent b'[2/20/2023 11:20, 128.0]' on route-B
 [x] Sent b'[2/20/2023 11:21, 130.0]' on route-A
 [x] Sent b'[2/20/2023 11:21, 102.0]' on route-B
 [x] Sent b'[2/20/2023 11:21, 128.0]' on route-C
 [x] Sent b'[2/20/2023 11:21, 107.0]' on route-A
 [x] Sent b'[2/20/2023 11:21, 111.0]' on route-B
 [x] Sent b'[2/20/2023 11:21, 94.0]' on route-C
 [x] Sent b'[2/20/2023 11:21, 119.0]' on route-A
 [x] Sent b'[2/20/2023 11:21, 106.0]' on route-C
 [x] Sent b'[2/20/2023 11:22, 87.0]' on route-A
 [x] Sent b'[2/20/2023 11:22, 90.0]' on route-B
 [x] Sent b'[2/20/2023 11:22, 107.0]' on route-C
 [x] Sent b'[2/20/2023 11:22, 115.0]' on route-A
 [x] Sent b'[2/20/2023 11:22, 109.0]' on route-B
 [x] Sent b'[2/20/2023 11:22, 105.0]' on route-C
 [x] Sent b'[2/20/2023 11:22, 95.0]' on route-A
 [x] Sent b'[2/20/2023 11:22, 103.0]' on route-B
 [x] Sent b'[2/20/2023 11:22, 87.0]' on route-C
 [x] Sent b'[2/20/2023 11:23, 92.0]' on route-A
 [x] Sent b'[2/20/2023 11:23, 120.0]' on route-B
 [x] Sent b'[2/20/2023 11:23, 119.0]' on route-C
 [x] Sent b'[2/20/2023 11:23, 120.0]' on route-A
 [x] Sent b'[2/20/2023 11:23, 117.0]' on route-C
 [x] Sent b'[2/20/2023 11:23, 85.0]' on route-B
 [x] Sent b'[2/20/2023 11:23, 101.0]' on route-C
 [x] Sent b'[2/20/2023 11:24, 112.0]' on route-A
 [x] Sent b'[2/20/2023 11:24, 122.0]' on route-B
 [x] Sent b'[2/20/2023 11:24, 120.0]' on route-C
 [x] Sent b'[2/20/2023 11:24, 114.0]' on route-A
 [x] Sent b'[2/20/2023 11:24, 101.0]' on route-B
 [x] Sent b'[2/20/2023 11:24, 115.0]' on route-C
 [x] Sent b'[2/20/2023 11:24, 93.0]' on route-A
 [x] Sent b'[2/20/2023 11:24, 128.0]' on route-B
 [x] Sent b'[2/20/2023 11:24, 122.0]' on route-C
 [x] Sent b'[2/20/2023 11:25, 115.0]' on route-A
 [x] Sent b'[2/20/2023 11:25, 107.0]' on route-B
 [x] Sent b'[2/20/2023 11:25, 125.0]' on route-C
 [x] Sent b'[2/20/2023 11:25, 122.0]' on route-A
 [x] Sent b'[2/20/2023 11:25, 125.0]' on route-B
 [x] Sent b'[2/20/2023 11:25, 124.0]' on route-C
 [x] Sent b'[2/20/2023 11:25, 92.0]' on route-A
 [x] Sent b'[2/20/2023 11:25, 88.0]' on route-B
 [x] Sent b'[2/20/2023 11:25, 120.0]' on route-C
 [x] Sent b'[2/20/2023 11:26, 118.0]' on route-A
 [x] Sent b'[2/20/2023 11:26, 90.0]' on route-B
 [x] Sent b'[2/20/2023 11:26, 95.0]' on route-C
 [x] Sent b'[2/20/2023 11:26, 108.0]' on route-A
 [x] Sent b'[2/20/2023 11:26, 121.0]' on route-B
 [x] Sent b'[2/20/2023 11:26, 90.0]' on route-C
 [x] Sent b'[2/20/2023 11:26, 100.0]' on route-A
 [x] Sent b'[2/20/2023 11:26, 93.0]' on route-B
 [x] Sent b'[2/20/2023 11:26, 94.0]' on route-C
 [x] Sent b'[2/20/2023 11:27, 113.0]' on route-A
 [x] Sent b'[2/20/2023 11:27, 120.0]' on route-B
 [x] Sent b'[2/20/2023 11:27, 92.0]' on route-C
 [x] Sent b'[2/20/2023 11:27, 104.0]' on route-A
 [x] Sent b'[2/20/2023 11:27, 123.0]' on route-B
 [x] Sent b'[2/20/2023 11:27, 106.0]' on route-C
 [x] Sent b'[2/20/2023 11:27, 123.0]' on route-A
 [x] Sent b'[2/20/2023 11:27, 120.0]' on route-B
 [x] Sent b'[2/20/2023 11:27, 123.0]' on route-C
 [x] Sent b'[2/20/2023 11:28, 130.0]' on route-A
 [x] Sent b'[2/20/2023 11:28, 101.0]' on route-B
 [x] Sent b'[2/20/2023 11:28, 123.0]' on route-C
 [x] Sent b'[2/20/2023 11:28, 87.0]' on route-A
 [x] Sent b'[2/20/2023 11:28, 96.0]' on route-B
 [x] Sent b'[2/20/2023 11:28, 125.0]' on route-C
 [x] Sent b'[2/20/2023 11:28, 103.0]' on route-A
 [x] Sent b'[2/20/2023 11:28, 110.0]' on route-B
 [x] Sent b'[2/20/2023 11:28, 124.0]' on route-C
 [x] Sent b'[2/20/2023 11:29, 129.0]' on route-A
 [x] Sent b'[2/20/2023 11:29, 117.0]' on route-B
 [x] Sent b'[2/20/2023 11:29, 88.0]' on route-C
 [x] Sent b'[2/20/2023 11:29, 113.0]' on route-A
 [x] Sent b'[2/20/2023 11:29, 108.0]' on route-B
 [x] Sent b'[2/20/2023 11:29, 94.0]' on route-C
 [x] Sent b'[2/20/2023 11:29, 89.0]' on route-A
 [x] Sent b'[2/20/2023 11:29, 93.0]' on route-B
 [x] Sent b'[2/20/2023 11:29, 112.0]' on route-C
 [x] Sent b'[2/20/2023 11:30, 125.0]' on route-A
 [x] Sent b'[2/20/2023 11:30, 108.0]' on route-B
 [x] Sent b'[2/20/2023 11:30, 89.0]' on route-C
 [x] Sent b'[2/20/2023 11:30, 89.0]' on route-A
 [x] Sent b'[2/20/2023 11:30, 87.0]' on route-B
 [x] Sent b'[2/20/2023 11:30, 95.0]' on route-C
 [x] Sent b'[2/20/2023 11:30, 119.0]' on route-A
 [x] Sent b'[2/20/2023 11:30, 109.0]' on route-B
 [x] Sent b'[2/20/2023 11:30, 129.0]' on route-C
 [x] Sent b'[2/20/2023 11:31, 116.0]' on route-A
 [x] Sent b'[2/20/2023 11:31, 93.0]' on route-B
 [x] Sent b'[2/20/2023 11:31, 124.0]' on route-C
 [x] Sent b'[2/20/2023 11:31, 128.0]' on route-A
 [x] Sent b'[2/20/2023 11:31, 114.0]' on route-B
 [x] Sent b'[2/20/2023 11:31, 112.0]' on route-C
 [x] Sent b'[2/20/2023 11:31, 92.0]' on route-A
 [x] Sent b'[2/20/2023 11:31, 86.0]' on route-B
 [x] Sent b'[2/20/2023 11:31, 102.0]' on route-C
 [x] Sent b'[2/20/2023 11:32, 115.0]' on route-A
 [x] Sent b'[2/20/2023 11:32, 94.0]' on route-B
 [x] Sent b'[2/20/2023 11:32, 122.0]' on route-C
 [x] Sent b'[2/20/2023 11:32, 125.0]' on route-B
 [x] Sent b'[2/20/2023 11:32, 93.0]' on route-C
 [x] Sent b'[2/20/2023 11:32, 105.0]' on route-A
 [x] Sent b'[2/20/2023 11:32, 128.0]' on route-B
 [x] Sent b'[2/20/2023 11:32, 93.0]' on route-C
 [x] Sent b'[2/20/2023 11:33, 98.0]' on route-A
 [x] Sent b'[2/20/2023 11:33, 108.0]' on route-B
 [x] Sent b'[2/20/2023 11:33, 88.0]' on route-C
 [x] Sent b'[2/20/2023 11:33, 105.0]' on route-A
 [x] Sent b'[2/20/2023 11:33, 112.0]' on route-B
 [x] Sent b'[2/20/2023 11:33, 109.0]' on route-C
 [x] Sent b'[2/20/2023 11:33, 103.0]' on route-A
 [x] Sent b'[2/20/2023 11:33, 101.0]' on route-B
 [x] Sent b'[2/20/2023 11:33, 114.0]' on route-C
 [x] Sent b'[2/20/2023 11:34, 110.0]' on route-A
 [x] Sent b'[2/20/2023 11:34, 129.0]' on route-A
 [x] Sent b'[2/20/2023 11:34, 102.0]' on route-B
 [x] Sent b'[2/20/2023 11:34, 119.0]' on route-C
 [x] Sent b'[2/20/2023 11:34, 96.0]' on route-A
 [x] Sent b'[2/20/2023 11:34, 104.0]' on route-B
 [x] Sent b'[2/20/2023 11:34, 122.0]' on route-C
 [x] Sent b'[2/20/2023 11:35, 108.0]' on route-B
 [x] Sent b'[2/20/2023 11:35, 122.0]' on route-C
 [x] Sent b'[2/20/2023 11:35, 128.0]' on route-A
 [x] Sent b'[2/20/2023 11:35, 111.0]' on route-B
 [x] Sent b'[2/20/2023 11:35, 123.0]' on route-C
 [x] Sent b'[2/20/2023 11:35, 121.0]' on route-A
 [x] Sent b'[2/20/2023 11:35, 130.0]' on route-B
 [x] Sent b'[2/20/2023 11:35, 89.0]' on route-C
 [x] Sent b'[2/20/2023 11:36, 126.0]' on route-A
 [x] Sent b'[2/20/2023 11:36, 89.0]' on route-B
 [x] Sent b'[2/20/2023 11:36, 107.0]' on route-C
 [x] Sent b'[2/20/2023 11:36, 111.0]' on route-A
 [x] Sent b'[2/20/2023 11:36, 105.0]' on route-B
 [x] Sent b'[2/20/2023 11:36, 126.0]' on route-C
 [x] Sent b'[2/20/2023 11:36, 104.0]' on route-A
 [x] Sent b'[2/20/2023 11:36, 115.0]' on route-B
 [x] Sent b'[2/20/2023 11:36, 88.0]' on route-C
 [x] Sent b'[2/20/2023 11:37, 129.0]' on route-A
 [x] Sent b'[2/20/2023 11:37, 87.0]' on route-C
 [x] Sent b'[2/20/2023 11:37, 127.0]' on route-A
 [x] Sent b'[2/20/2023 11:37, 113.0]' on route-B
 [x] Sent b'[2/20/2023 11:37, 114.0]' on route-C
 [x] Sent b'[2/20/2023 11:37, 128.0]' on route-A
 [x] Sent b'[2/20/2023 11:37, 129.0]' on route-B
 [x] Sent b'[2/20/2023 11:37, 115.0]' on route-C
 [x] Sent b'[2/20/2023 11:38, 86.0]' on route-A
 [x] Sent b'[2/20/2023 11:38, 107.0]' on route-B
 [x] Sent b'[2/20/2023 11:38, 124.0]' on route-C
 [x] Sent b'[2/20/2023 11:38, 129.0]' on route-A
 [x] Sent b'[2/20/2023 11:38, 95.0]' on route-B
 [x] Sent b'[2/20/2023 11:38, 90.0]' on route-C
 [x] Sent b'[2/20/2023 11:38, 125.0]' on route-A
 [x] Sent b'[2/20/2023 11:38, 129.0]' on route-B
 [x] Sent b'[2/20/2023 11:38, 123.0]' on route-C
 [x] Sent b'[2/20/2023 11:39, 130.0]' on route-A
 [x] Sent b'[2/20/2023 11:39, 115.0]' on route-B
 [x] Sent b'[2/20/2023 11:39, 126.0]' on route-C
 [x] Sent b'[2/20/2023 11:39, 124.0]' on route-A
 [x] Sent b'[2/20/2023 11:39, 121.0]' on route-B
 [x] Sent b'[2/20/2023 11:39, 107.0]' on route-C
 [x] Sent b'[2/20/2023 11:39, 114.0]' on route-A
 [x] Sent b'[2/20/2023 11:39, 128.0]' on route-B
 [x] Sent b'[2/20/2023 11:39, 111.0]' on route-C
 [x] Sent b'[2/20/2023 11:40, 125.0]' on route-A
 [x] Sent b'[2/20/2023 11:40, 121.0]' on route-B
 [x] Sent b'[2/20/2023 11:40, 111.0]' on route-C
 [x] Sent b'[2/20/2023 11:40, 86.0]' on route-A
 [x] Sent b'[2/20/2023 11:40, 88.0]' on route-B
 [x] Sent b'[2/20/2023 11:40, 111.0]' on route-C
 [x] Sent b'[2/20/2023 11:40, 89.0]' on route-A
 [x] Sent b'[2/20/2023 11:40, 104.0]' on route-B
 [x] Sent b'[2/20/2023 11:40, 99.0]' on route-C
 [x] Sent b'[2/20/2023 11:41, 109.0]' on route-A
 [x] Sent b'[2/20/2023 11:41, 89.0]' on route-B
 [x] Sent b'[2/20/2023 11:41, 122.0]' on route-C
 [x] Sent b'[2/20/2023 11:41, 117.0]' on route-A
 [x] Sent b'[2/20/2023 11:41, 108.0]' on route-B
 [x] Sent b'[2/20/2023 11:41, 92.0]' on route-C
 [x] Sent b'[2/20/2023 11:41, 98.0]' on route-A
 [x] Sent b'[2/20/2023 11:41, 107.0]' on route-B
 [x] Sent b'[2/20/2023 11:41, 109.0]' on route-C
 [x] Sent b'[2/20/2023 11:42, 117.0]' on route-A
 [x] Sent b'[2/20/2023 11:42, 109.0]' on route-B
 [x] Sent b'[2/20/2023 11:42, 98.0]' on route-C
 [x] Sent b'[2/20/2023 11:42, 94.0]' on route-A
 [x] Sent b'[2/20/2023 11:42, 129.0]' on route-B
 [x] Sent b'[2/20/2023 11:42, 129.0]' on route-C
 [x] Sent b'[2/20/2023 11:42, 99.0]' on route-A
 [x] Sent b'[2/20/2023 11:42, 125.0]' on route-B
 [x] Sent b'[2/20/2023 11:42, 109.0]' on route-C
 [x] Sent b'[2/20/2023 11:43, 88.0]' on route-A
 [x] Sent b'[2/20/2023 11:43, 88.0]' on route-B
 [x] Sent b'[2/20/2023 11:43, 120.0]' on route-C
 [x] Sent b'[2/20/2023 11:43, 119.0]' on route-A
 [x] Sent b'[2/20/2023 11:43, 88.0]' on route-B
 [x] Sent b'[2/20/2023 11:43, 93.0]' on route-C
 [x] Sent b'[2/20/2023 11:43, 115.0]' on route-A
 [x] Sent b'[2/20/2023 11:43, 89.0]' on route-B
 [x] Sent b'[2/20/2023 11:43, 114.0]' on route-C
 [x] Sent b'[2/20/2023 11:44, 130.0]' on route-A
 [x] Sent b'[2/20/2023 11:44, 85.0]' on route-B
 [x] Sent b'[2/20/2023 11:44, 93.0]' on route-C
 [x] Sent b'[2/20/2023 11:44, 107.0]' on route-A
 [x] Sent b'[2/20/2023 11:44, 107.0]' on route-B
 [x] Sent b'[2/20/2023 11:44, 111.0]' on route-C
 [x] Sent b'[2/20/2023 11:44, 97.0]' on route-A
 [x] Sent b'[2/20/2023 11:44, 94.0]' on route-B
 [x] Sent b'[2/20/2023 11:44, 99.0]' on route-C
 [x] Sent b'[2/20/2023 11:45, 89.0]' on route-A
 [x] Sent b'[2/20/2023 11:45, 130.0]' on route-A
 [x] Sent b'[2/20/2023 11:45, 127.0]' on route-B
 [x] Sent b'[2/20/2023 11:45, 116.0]' on route-A
 [x] Sent b'[2/20/2023 11:45, 92.0]' on route-B
 [x] Sent b'[2/20/2023 11:45, 108.0]' on route-C
 [x] Sent b'[2/20/2023 11:46, 129.0]' on route-A
 [x] Sent b'[2/20/2023 11:46, 91.0]' on route-B
 [x] Sent b'[2/20/2023 11:46, 122.0]' on route-C
 [x] Sent b'[2/20/2023 11:46, 95.0]' on route-A
 [x] Sent b'[2/20/2023 11:46, 97.0]' on route-B
 [x] Sent b'[2/20/2023 11:46, 122.0]' on route-C
 [x] Sent b'[2/20/2023 11:46, 116.0]' on route-A
 [x] Sent b'[2/20/2023 11:46, 121.0]' on route-B
 [x] Sent b'[2/20/2023 11:46, 90.0]' on route-C
 [x] Sent b'[2/20/2023 11:47, 127.0]' on route-B
 [x] Sent b'[2/20/2023 11:47, 126.0]' on route-C
 [x] Sent b'[2/20/2023 11:47, 110.0]' on route-A
 [x] Sent b'[2/20/2023 11:47, 104.0]' on route-B
 [x] Sent b'[2/20/2023 11:47, 106.0]' on route-A
 [x] Sent b'[2/20/2023 11:48, 111.0]' on route-A
 [x] Sent b'[2/20/2023 11:48, 92.0]' on route-C
 [x] Sent b'[2/20/2023 11:48, 121.0]' on route-A
 [x] Sent b'[2/20/2023 11:48, 124.0]' on route-B
 [x] Sent b'[2/20/2023 11:48, 107.0]' on route-C
 [x] Sent b'[2/20/2023 11:48, 95.0]' on route-A
 [x] Sent b'[2/20/2023 11:48, 103.0]' on route-B
 [x] Sent b'[2/20/2023 11:48, 100.0]' on route-C
 [x] Sent b'[2/20/2023 11:49, 122.0]' on route-A
 [x] Sent b'[2/20/2023 11:49, 110.0]' on route-B
 [x] Sent b'[2/20/2023 11:49, 90.0]' on route-C
 [x] Sent b'[2/20/2023 11:49, 118.0]' on route-A
 [x] Sent b'[2/20/2023 11:49, 119.0]' on route-B
 [x] Sent b'[2/20/2023 11:49, 104.0]' on route-C
 [x] Sent b'[2/20/2023 11:49, 127.0]' on route-A
 [x] Sent b'[2/20/2023 11:49, 101.0]' on route-B
 [x] Sent b'[2/20/2023 11:49, 88.0]' on route-C
 [x] Sent b'[2/20/2023 11:50, 92.0]' on route-A
 [x] Sent b'[2/20/2023 11:50, 87.0]' on route-B
 [x] Sent b'[2/20/2023 11:50, 105.0]' on route-C
 [x] Sent b'[2/20/2023 11:50, 93.0]' on route-A
 [x] Sent b'[2/20/2023 11:50, 90.0]' on route-C
 [x] Sent b'[2/20/2023 11:50, 108.0]' on route-A
 [x] Sent b'[2/20/2023 11:50, 120.0]' on route-B
 [x] Sent b'[2/20/2023 11:51, 122.0]' on route-B
 [x] Sent b'[2/20/2023 11:51, 86.0]' on route-A
 [x] Sent b'[2/20/2023 11:51, 103.0]' on route-B
 [x] Sent b'[2/20/2023 11:51, 99.0]' on route-A
 [x] Sent b'[2/20/2023 11:51, 114.0]' on route-B
 [x] Sent b'[2/20/2023 11:51, 113.0]' on route-C
 [x] Sent b'[2/20/2023 11:52, 103.0]' on route-A
